"DISTR.1" "BLACK" "NBHISP" "GRADE" "SLFHLTH" "SLFWGHT" "WORKHARD" "GOODQUAL" "PHYSFIT" "PROUD" "LIKESLF" "ACCEPTED" "FEELLOVD" "DIET" "DISTR.2"
"4692" 0.37 0 0 9 3 2 2 1 2 2 1 2 2 0 0.32
"4693" 0.32 0 0 7 3 4 3 2 3 2 2 4 2 1 0.39
"4694" 0.74 0 0 7 1 3 2 1 2 2 2 2 1 0 0.53
"4695" 0.16 0 0 10 1 3 4 3 2 3 3 3 2 0 0.27
"4696" 0.95 1 0 11 3 3 2 2 1 1 2 2 2 0 1.13
"4697" 0.32 0 0 7 2 3 2 2 2 2 2 2 2 0 0.17
"4698" 0.16 0 0 8 1 3 2 1 2 1 2 1 1 1 0.04
"4699" 0.16 0 0 8 1 3 1 2 1 2 2 1 1 1 0.22
"4700" 0.53 0 0 9 1 4 1 2 1 1 2 1 1 0 0.12
"4701" 0.32 0 1 11 2 3 1 2 1 1 2 2 1 0 0.23
"4702" 0.16 1 0 8 2 2 2 1 1 1 1 1 1 0 0.05
"4703" 0.63 1 0 10 3 4 2 1 4 2 4 2 2 1 0.69
"4704" 0.11 0 0 10 3 3 1 1 1 1 2 1 1 0 0.02
"4705" 0.42 0 0 9 1 3 2 1 1 1 1 2 2 0 0.16
"4706" 0.26 0 0 11 2 3 2 1 2 1 3 1 1 0 0.29
"4707" 0.63 0 0 11 1 5 2 2 2 2 2 3 2 0 0.73
"4708" 1.05 0 1 10 2 4 3 2 2 2 3 2 2 1 0.01
"4709" 0.58 1 0 7 3 3 2 1 4 1 2 2 1 0 0.66
"4710" 0.68 1 0 8 3 2 2 2 3 2 2 2 2 0 0.33
"4711" 1 0 0 10 1 3 1 1 2 1 1 1 2 1 0.8
"4712" 0.68 0 0 9 2 3 2 2 1 2 2 2 1 0 0.46
"4713" 1.11 0 0 9 3 4 2 3 3 2 3 4 2 1 0.93
"4714" 1.05 0 0 9 2 3 2 2 2 2 2 3 2 1 1.55
"4715" 0.53 1 0 11 2 4 2 2 2 2 3 3 2 0 0.53
"4716" 0.53 1 0 10 3 5 2 2 3 2 1 4 2 1 0.74
"4717" 0.11 1 0 8 2 2 1 1 1 1 1 2 1 0 0.21
"4718" 0.26 0 0 8 1 3 1 2 1 1 2 1 1 0 0.28
"4719" 1.32 0 0 10 3 4 3 4 5 5 5 5 5 1 1.5
"4720" 0.37 0 0 8 1 3 3 1 2 1 2 1 1 1 0.32
"4721" 1.16 0 0 8 4 3 2 2 3 2 3 2 2 0 1.26
"4722" 0.58 1 0 10 3 5 1 2 3 2 3 4 2 1 0.79
"4723" 0 0 0 9 1 3 1 1 1 1 1 1 1 0 0.04
"4724" 0.89 0 0 8 1 4 1 2 1 2 4 2 2 1 1.61
"4725" 0.37 0 0 10 2 4 2 2 2 2 2 3 3 0 0.21
"4726" 0.32 0 0 11 1 3 2 1 1 1 3 1 1 0 0.15
"4727" 0.32 0 0 8 1 2 2 2 1 2 2 1 1 0 0.35
"4728" 1 1 0 10 3 3 4 3 3 3 3 2 2 0 1.14
"4729" 0.63 0 0 9 2 4 2 2 1 1 1 1 1 0 0.37
"4730" 0.05 0 0 9 1 4 2 2 3 1 3 1 1 0 0.25
"4731" 0.68 0 0 10 4 5 3 2 3 3 4 4 3 0 1.21
"4732" 1.11 0 1 7 1 3 1 1 2 1 2 1 1 0 1.05
"4733" 0.63 0 1 11 1 3 2 2 2 2 2 2 3 0 0.12
"4734" 1.05 1 0 8 2 2 2 2 1 1 1 2 2 0 1.35
"4735" 0.95 0 0 7 2 3 3 2 1 2 2 2 2 1 1
"4736" 0.16 0 0 8 3 3 2 1 2 1 1 2 1 0 0.13
"4737" 0.47 0 0 11 2 4 3 1 2 2 2 3 3 1 0.22
"4738" 0.11 0 0 7 2 4 3 2 2 3 1 2 2 0 0.25
"4739" 1 1 0 11 2 3 3 2 1 2 3 2 2 0 0.58
"4740" 0.63 0 0 10 3 3 2 2 3 2 3 2 1 1 1.02
"4741" 0.47 1 0 10 2 3 3 2 2 2 2 1 2 0 0.35
"4742" 0.16 0 0 8 3 4 3 2 3 2 2 4 2 0 0.31
"4743" 1 0 0 11 3 5 3 2 3 2 3 3 3 0 1
"4744" 1.53 0 0 9 2 4 1 2 2 2 2 3 2 0 1.29
"4745" 1.11 1 0 8 4 4 1 2 4 2 3 2 3 1 0.68
"4746" 0.89 0 1 9 2 3 1 3 4 3 3 4 3 0 1.34
"4747" 1.11 1 0 9 2 3 3 2 2 2 4 1 1 0 1.87
"4748" 0.26 0 0 7 2 4 2 2 3 2 3 3 2 0 0.2
"4749" 1 0 1 8 3 5 4 1 3 1 2 2 2 0 1.17
"4750" 0.26 1 0 10 4 5 2 1 4 1 4 2 1 0 1.65
"4751" 0.79 0 1 10 3 3 2 3 3 2 2 3 2 0 0.76
"4752" 0.84 0 1 9 2 3 2 2 4 3 4 4 5 0 1.65
"4753" 0 0 0 10 1 2 2 2 1 1 1 1 1 0 0.07
"4754" 0.11 0 0 8 1 3 2 2 2 3 2 2 2 0 0.24
"4755" 0.58 0 0 11 4 3 3 2 4 2 2 2 2 0 0.74
"4756" 1.32 0 1 11 3 4 2 2 3 2 2 2 2 0 0.45
"4757" 0.42 0 0 9 3 3 2 1 2 1 2 1 1 0 0.27
"4758" 0.37 0 1 11 2 3 2 2 4 3 4 3 2 0 1.15
"4759" 0.05 0 0 8 2 3 3 2 2 2 2 3 3 0 0.25
"4760" 0.89 1 0 9 4 3 4 1 2 1 1 1 1 0 1.14
"4761" 0.26 0 0 8 4 3 3 2 2 1 1 1 1 0 0.36
"4762" 0.42 0 0 11 2 3 3 2 2 2 4 2 2 0 0.67
"4763" 0.74 0 0 10 4 3 1 1 1 1 2 1 1 0 0.41
"4764" 0.32 1 0 10 1 3 3 1 2 1 2 2 1 0 0.34
"4765" 0.53 0 0 8 1 3 3 3 2 2 2 3 3 0 0.48
"4766" 0.95 1 0 11 3 4 1 2 3 2 3 2 2 0 2.1
"4767" 1.79 1 0 9 2 1 2 1 2 1 1 1 1 0 1.48
"4768" 0.21 0 1 11 2 3 2 1 2 2 2 2 2 1 0.35
"4769" 0.32 0 0 10 1 3 1 1 1 1 1 1 1 0 0.27
"4770" 0.79 0 0 8 3 4 1 3 3 3 4 4 4 0 1.26
"4771" 0.11 0 0 7 2 3 1 1 2 1 2 1 1 0 0.2
"4772" 0.11 0 0 11 2 3 2 2 1 1 2 2 2 0 0.27
"4773" 0.63 0 0 7 2 3 2 1 2 1 1 2 1 0 0.46
"4774" 0.05 0 0 9 1 3 1 1 1 1 1 1 1 0 0.42
"4775" 0.95 1 0 10 2 3 3 2 2 3 3 2 3 0 1.21
"4776" 0.58 0 0 11 1 3 1 1 2 1 2 1 1 1 0.69
"4777" 0.58 0 0 9 4 3 3 2 4 2 2 3 2 0 0.48
"4778" 1.16 1 0 11 2 2 4 2 2 3 2 1 2 0 1.08
"4779" 0.47 1 0 10 2 4 2 3 3 2 4 3 2 0 1.03
"4780" 1.11 1 0 7 3 5 4 1 5 2 2 2 1 0 1.29
"4781" 0.47 0 0 9 3 4 1 1 2 2 2 2 1 0 0.26
"4782" 0.58 0 1 11 3 4 2 3 4 4 4 4 4 1 1.73
"4783" 0.26 0 0 11 1 4 2 1 1 1 1 2 2 1 0.49
"4784" 0.63 0 1 11 2 4 1 1 2 1 4 1 1 0 0.52
"4785" 1.05 0 0 11 2 4 1 2 2 2 3 4 2 1 1.28
"4786" 1.05 0 0 11 4 4 2 3 3 3 3 4 2 0 0.27
"4787" 0.84 0 0 8 2 5 2 2 2 2 3 3 2 0 0.55
"4788" 0.68 1 0 7 3 3 3 2 2 2 2 1 1 0 0.77
"4789" 0.79 0 0 8 2 4 2 2 2 2 2 2 2 0 1.32
"4790" 1.11 1 0 7 2 5 2 1 3 1 4 1 1 1 1.07
"4791" 0.37 0 1 11 2 3 2 1 2 2 1 1 1 0 0.78
"4792" 0.74 1 0 7 4 2 3 2 3 3 4 2 2 0 1.02
"4793" 0.84 0 1 9 2 3 2 2 4 2 4 3 2 0 1.53
"4794" 1.29 1 0 8 3 3 2 2 2 2 3 2 2 0 1.02
"4795" 0.37 1 0 8 1 3 2 1 1 1 2 1 1 0 0.73
"4796" 0.79 1 0 9 2 3 3 2 2 3 2 3 2 0 0.83
"4797" 0.84 0 0 10 1 4 1 1 2 1 2 4 2 1 1.09
"4798" 0.58 0 0 11 2 3 1 2 2 2 2 3 2 0 0.77
"4799" 1.05 1 0 9 1 4 5 2 2 2 4 4 2 0 0.35
"4800" 0.47 0 0 7 1 3 2 1 1 1 2 2 1 1 0.4
"4801" 0.32 1 0 10 2 5 1 1 3 2 2 3 1 1 0.23
"4802" 1.74 0 1 11 4 2 3 2 4 1 1 3 2 0 0.88
"4803" 0.11 0 0 10 2 1 2 1 1 1 1 2 1 0 0.31
"4804" 1.11 0 0 11 2 3 2 2 2 2 2 2 1 1 1.64
"4805" 0.53 0 0 9 2 3 3 2 2 2 1 2 2 0 0.42
"4806" 0.26 0 0 11 3 4 3 2 3 2 3 2 1 0 0.39
"4807" 0.11 1 0 7 3 3 1 2 1 1 1 1 1 0 0
"4808" 0.58 0 0 8 3 3 2 2 3 2 2 2 2 0 1.01
"4809" 0.26 0 0 10 3 4 3 2 2 2 2 3 1 0 0.14
"4810" 0.32 0 0 11 3 3 1 2 2 1 2 1 1 0 0.31
"4811" 0.47 0 0 7 4 4 2 2 4 2 4 3 2 0 0.37
"4812" 0.74 0 0 7 1 3 2 2 2 1 2 2 2 1 0.3
"4813" 0.32 0 0 10 2 2 1 2 2 2 2 3 1 0 0.34
"4814" 0.37 1 0 7 2 3 1 1 3 1 1 2 1 0 1.27
"4815" 0.95 0 0 11 2 4 2 2 3 2 4 1 2 0 1.29
"4816" 0.79 1 0 9 2 4 2 2 3 1 1 3 1 0 0.86
"4817" 0.32 1 0 11 1 2 2 1 1 1 1 2 1 0 0.19
"4818" 0.21 1 0 11 3 4 3 1 2 1 1 2 2 0 0.5
"4819" 2.84 0 1 10 4 4 2 4 3 4 4 4 4 0 1.44
"4820" 0.26 0 1 8 2 1 5 2 2 3 2 1 1 0 0.26
"4821" 1.21 0 0 10 4 5 4 4 4 3 4 2 2 0 1.06
"4822" 0.58 1 0 10 2 4 1 2 2 2 2 2 2 0 1.08
"4823" 0.05 1 0 10 3 3 3 1 2 1 1 1 1 0 0.01
"4824" 1.42 1 0 9 3 3 2 1 1 1 2 2 2 0 1.18
"4825" 0.11 0 1 11 1 2 1 1 1 2 1 1 1 0 0.16
"4826" 0.32 0 0 10 1 5 3 1 1 1 1 1 1 1 1.31
"4827" 0.63 0 1 10 1 4 1 2 3 2 3 2 2 1 1
"4828" 0.32 0 0 9 2 2 1 1 1 1 1 1 1 0 0.36
"4829" 0.42 1 0 9 2 3 1 1 1 2 1 2 2 0 0.27
"4830" 0.68 1 0 8 3 2 4 3 3 3 4 4 2 0 1.05
"4831" 0.84 0 0 9 3 3 4 3 2 2 2 4 2 0 0.7
"4832" 0.42 0 0 7 2 4 1 2 4 2 2 2 1 0 0.26
"4833" 0.74 0 0 11 3 3 2 1 2 2 2 3 2 0 0.88
"4834" 0.37 0 1 8 1 3 2 2 1 2 2 1 1 0 0.35
"4835" 0.11 0 0 10 2 4 2 2 2 1 1 1 1 0 0.29
"4836" 0.79 1 0 7 3 3 3 2 3 1 3 2 2 0 1.02
"4837" 0.37 0 0 9 4 4 2 2 3 2 2 2 1 1 0.19
"4838" 0.74 0 0 11 2 3 2 2 3 2 2 2 2 0 1.94
"4839" 0.47 0 0 11 3 4 2 2 4 1 2 2 1 1 0.33
"4840" 0.47 1 0 11 1 3 3 2 3 2 2 2 2 0 0.66
"4841" 0.79 0 1 11 1 3 1 3 3 2 4 3 3 0 0.74
"4842" 1.05 0 0 11 2 1 2 2 1 2 2 1 2 0 0.07
"4843" 0.42 0 0 9 2 2 2 1 1 2 2 2 2 0 0.65
"4844" 0.32 0 0 8 2 3 1 2 1 2 2 2 1 0 1.23
"4845" 1.16 0 0 8 3 4 2 1 2 2 2 3 2 1 0.47
"4846" 1.21 0 0 7 2 3 1 2 1 1 2 1 1 0 1.33
"4847" 1.16 0 1 7 4 4 2 1 3 2 2 4 2 0 1.16
"4848" 0.53 0 0 11 3 3 2 1 3 1 1 2 1 0 0.45
"4849" 0.74 1 0 11 4 4 3 2 2 1 2 1 1 0 1.77
"4850" 0.21 0 0 10 2 2 2 1 1 1 1 1 1 0 0.05
"4851" 0.95 0 1 10 3 3 3 2 3 2 3 2 1 0 0.8
"4852" 0.89 0 0 10 2 4 2 2 4 1 3 2 1 1 1.08
"4853" 1.74 0 1 8 3 2 4 3 3 3 2 2 2 0 1.9
"4854" 0.68 1 0 8 3 3 1 2 2 2 1 2 1 0 0.9
"4855" 0.53 0 1 10 2 4 3 4 4 4 4 4 4 0 0.39
"4856" 0.89 0 1 10 1 3 1 1 2 1 1 1 1 0 0.35
"4857" 1 1 0 8 2 3 2 2 4 3 4 3 2 1 1.65
"4858" 0.26 0 0 9 4 3 2 2 4 3 3 4 2 1 0.33
"4859" 0.37 0 0 8 3 4 2 2 2 3 4 1 2 0 0.34
"4860" 0.37 0 0 7 2 3 2 2 2 2 2 2 2 0 0.45
"4861" 0.32 0 0 9 2 4 1 2 1 1 2 1 1 0 0.15
"4862" 0.32 0 0 10 1 1 2 1 1 2 1 1 1 0 0.33
"4863" 1 0 0 10 2 4 2 2 2 2 3 1 1 1 0.92
"4864" 0.42 0 0 7 3 2 1 1 1 1 1 1 1 0 0.65
"4865" 0.58 0 0 11 3 3 3 2 4 2 3 2 2 1 1.26
"4866" 1.53 0 1 11 3 2 2 1 2 2 1 4 2 0 2.48
"4867" 0.32 0 0 11 2 4 3 2 2 2 2 3 2 0 0.48
"4868" 0.21 0 0 7 1 2 1 2 1 2 2 1 2 0 0.54
"4869" 0.63 0 1 11 2 3 5 2 4 2 4 5 4 0 0.56
"4870" 0.16 0 0 7 2 3 1 1 1 1 1 1 1 0 0.14
"4871" 0.42 0 0 10 2 2 3 1 1 2 1 2 2 0 0.19
"4872" 0.47 0 0 9 2 3 1 2 2 2 2 3 2 0 0.48
"4873" 0.32 0 0 10 2 3 1 2 3 1 2 2 1 0 0.31
"4874" 0.26 1 0 10 2 4 1 1 2 2 2 3 1 1 0.11
"4875" 0.63 0 0 9 2 2 2 2 3 2 2 2 2 0 0.29
"4876" 0.21 1 0 11 1 3 1 1 1 1 1 1 1 0 0.18
"4877" 0.21 0 1 11 2 4 1 1 1 1 1 1 1 0 0.28
"4878" 0.68 1 0 10 2 2 2 1 3 1 2 2 1 0 0.53
"4879" 0.47 0 0 11 3 4 2 2 4 2 3 2 2 1 0.46
"4880" 0.74 1 0 10 2 2 1 2 2 2 1 1 1 1 0.31
"4881" 0.47 0 1 11 3 2 4 2 2 2 1 2 1 0 0.63
"4882" 0.32 0 0 7 1 3 1 1 1 1 1 1 2 0 0.15
"4883" 0.95 0 1 8 1 4 1 2 2 1 2 1 2 1 0.48
"4884" 0.26 1 0 10 2 3 2 1 2 1 1 2 1 0 0.61
"4885" 1.21 0 0 10 2 3 3 2 3 2 2 3 2 0 0.89
"4886" 0.16 0 1 11 4 4 2 1 3 1 2 1 1 1 0.47
"4887" 1.16 0 0 9 4 3 3 2 2 2 3 2 2 0 1.55
"4888" 0.11 1 0 8 2 3 3 2 2 1 1 2 1 0 0.22
"4889" 1.21 0 0 9 3 3 2 3 2 2 5 2 2 0 0.65
"4890" 0.47 0 1 11 1 4 3 2 1 1 1 1 4 1 0.65
"4891" 0.79 0 0 11 2 3 2 2 2 1 1 2 1 0 1.19
"4892" 0.26 0 0 10 2 3 1 1 2 1 2 2 1 0 0.13
"4893" 0 0 0 11 1 2 2 1 1 1 1 1 1 0 0.01
"4894" 0.63 1 0 8 2 3 2 1 2 1 1 2 1 0 1.42
"4895" 1.32 0 1 9 4 4 2 2 4 2 3 2 2 0 1.41
"4896" 0.37 1 0 8 2 5 3 1 2 1 1 2 1 1 0.16
"4897" 0.42 0 0 11 3 4 2 2 3 1 2 4 2 0 0.33
"4898" 0.05 0 0 7 3 3 2 1 2 1 1 1 1 0 0.19
"4899" 0.84 1 0 10 5 3 2 2 4 2 3 4 4 0 0.84
"4900" 0.53 0 0 10 1 3 1 1 2 2 2 4 3 0 0.85
"4901" 0.58 1 0 9 3 5 2 2 4 2 2 3 2 1 0.55
"4902" 1.37 0 0 10 3 3 3 2 2 2 3 2 2 0 1.06
"4903" 0.74 0 0 7 2 2 1 2 1 3 2 2 2 0 0.2
"4904" 0.95 0 1 10 3 3 1 1 2 2 1 1 2 0 1.13
"4905" 0.11 0 0 10 1 3 2 2 5 3 2 2 2 0 0.03
"4906" 0.79 1 0 8 3 3 4 1 1 1 1 1 2 0 1.61
"4907" 0.68 1 0 10 1 3 3 1 3 1 1 2 1 0 0.91
"4908" 1.42 1 0 10 2 3 2 2 2 2 2 2 2 0 1.47
"4909" 0.16 1 0 11 2 3 1 1 1 1 1 1 1 0 0.1
"4910" 0.42 1 0 11 1 3 2 2 2 2 2 1 1 0 1.75
"4911" 0.11 0 0 7 3 5 2 2 2 2 2 1 1 1 0.19
"4912" 0.47 1 0 10 2 4 3 1 2 1 3 1 1 0 0.53
"4913" 0.53 0 0 7 1 3 2 1 1 1 1 2 1 1 0.02
"4914" 0.37 1 0 11 2 3 3 2 3 1 2 3 2 0 0.05
"4915" 0.58 0 0 10 4 3 2 3 3 5 4 4 5 0 1.3
"4916" 0.32 1 0 9 3 3 1 1 2 1 1 1 1 0 0.42
"4917" 0.53 0 0 10 3 2 2 1 2 1 1 2 1 0 0.62
"4918" 0.84 0 0 8 3 4 3 1 2 1 2 3 1 0 1.56
"4919" 0.11 1 0 11 2 3 2 2 2 1 1 1 1 0 0.13
"4920" 0.74 0 0 7 1 3 2 1 1 2 1 1 1 0 0.41
"4921" 0.74 0 0 7 1 3 2 1 1 1 1 1 2 1 0.72
"4922" 2.16 1 0 10 2 3 2 1 2 1 2 1 2 1 1.17
"4923" 0.74 0 1 7 1 5 1 2 2 2 2 2 1 1 0.49
"4924" 0.32 0 0 9 2 3 2 2 2 1 1 2 1 0 0.6
"4925" 0.68 0 1 10 2 3 2 2 3 1 2 2 2 0 0.52
"4926" 0.74 0 0 9 1 3 2 1 2 1 4 2 1 0 0.32
"4927" 0 0 0 11 1 3 1 1 1 1 1 1 1 0 0.04
"4928" 1.63 0 0 7 4 4 1 3 4 2 2 2 2 0 0.83
"4929" 0.95 0 0 8 1 4 3 2 2 1 2 3 1 0 0.53
"4930" 0.53 0 0 9 2 3 1 1 2 1 1 2 1 0 0.71
"4931" 1 1 0 11 4 4 1 4 5 5 5 5 5 0 2.04
"4932" 1.05 0 1 9 3 4 1 1 2 2 4 4 3 0 0.97
"4933" 1.21 0 1 11 3 3 2 2 2 2 2 1 2 1 1.13
"4934" 0.53 0 1 9 4 2 2 2 2 2 2 2 1 0 0.21
"4935" 0.47 0 0 7 2 3 2 1 1 1 1 1 1 0 0.63
"4936" 1.74 0 0 7 3 3 2 2 3 2 2 3 3 0 0.23
"4937" 0.26 0 0 11 2 3 2 1 1 1 1 1 1 0 0.24
"4938" 0.37 0 0 11 2 3 1 1 1 1 2 1 1 0 0.01
"4939" 0.89 0 0 8 3 4 2 2 2 2 3 4 3 0 1.32
"4940" 0.11 0 0 7 3 3 2 1 3 1 3 2 1 0 0.22
"4941" 0.95 0 0 9 3 3 2 3 4 2 2 2 2 0 0.7
"4942" 0.05 1 0 11 5 3 2 1 2 1 1 1 1 0 0.07
"4943" 0.16 1 0 11 2 4 2 2 3 2 2 1 2 0 0.2
"4944" 0.47 1 0 9 3 4 1 1 2 2 1 1 2 0 0.36
"4945" 0.58 0 1 10 2 4 2 2 2 1 2 3 2 1 0.8
"4946" 0.32 1 0 7 3 4 1 2 2 1 1 1 1 0 0.29
"4947" 0.05 0 0 9 1 3 2 1 2 2 1 2 1 0 0.22
"4948" 0.53 0 0 10 4 3 3 2 4 2 2 2 2 0 0.91
"4949" 0.58 0 0 9 1 4 2 1 1 1 1 2 1 0 0.67
"4950" 0.63 0 0 11 3 4 1 3 2 2 2 2 2 0 0.99
"4951" 0.16 0 0 10 1 4 1 1 3 1 1 2 2 0 0.14
"4952" 1.11 0 0 11 2 4 4 2 4 1 3 2 2 0 0.63
"4953" 0.53 1 0 11 2 4 3 1 4 2 2 2 2 0 0.68
"4954" 0 0 0 11 1 2 2 2 1 1 1 1 1 0 0.16
"4955" 0.53 0 1 9 4 4 2 2 4 2 4 2 2 0 0.69
"4956" 0.26 0 0 10 4 2 2 2 2 2 1 1 2 1 0.24
"4957" 1 0 0 10 3 3 1 2 3 2 3 2 2 0 0.94
"4958" 0.16 0 0 11 1 3 4 2 2 1 1 1 2 0 0.26
"4959" 1.05 1 0 10 2 4 1 1 4 2 3 4 2 0 1.13
"4960" 0.21 1 0 8 1 3 2 1 1 1 1 1 1 0 0.43
"4961" 0.58 0 1 10 4 4 2 2 3 3 4 4 2 1 0.59
"4962" 0.47 0 0 9 2 4 2 2 2 1 2 2 1 1 0.4
"4963" 0.21 1 0 10 1 3 2 1 2 1 1 2 1 0 0.25
"4964" 0.32 0 0 7 1 3 3 2 2 2 1 2 2 0 0.18
"4965" 0.47 0 0 9 2 4 2 1 2 1 1 3 2 0 0.25
"4966" 0.58 0 1 8 1 2 1 1 2 1 1 1 1 0 0.17
"4967" 0.53 1 0 11 4 3 1 1 2 2 2 1 2 0 0.46
"4968" 0.42 1 0 10 2 3 1 2 2 1 2 1 1 0 0.59
"4969" 0.37 0 0 7 2 4 4 2 4 2 4 3 2 1 0.06
"4970" 1.05 0 0 7 4 4 2 2 3 2 3 1 1 0 1.38
"4971" 0.37 0 0 8 2 4 2 1 1 1 1 1 1 0 0.43
"4972" 0.11 0 0 9 3 4 3 3 4 4 4 4 5 0 0.47
"4973" 0.42 1 0 9 4 4 1 2 3 2 2 1 2 1 0.34
"4974" 0.68 0 0 8 3 4 1 3 2 2 4 5 3 0 1.07
"4975" 1.11 0 0 10 2 4 3 2 2 2 3 1 2 0 1.36
"4976" 0.26 0 0 10 3 4 2 2 2 2 2 2 2 1 0.17
"4977" 0.37 0 0 7 2 3 1 2 2 2 1 2 3 0 0.74
"4978" 0.42 1 0 8 3 3 1 1 2 1 3 2 2 0 0.69
"4979" 0.26 0 0 7 1 3 2 1 1 1 1 1 1 0 0.06
"4980" 0.53 0 0 9 2 3 1 1 1 1 2 1 1 1 0.69
"4981" 0.63 0 0 9 3 3 2 2 3 2 2 2 2 0 1.17
"4982" 0.47 0 0 10 3 3 2 2 3 3 1 3 3 0 1.29
"4983" 0.47 0 0 11 1 3 3 3 2 3 3 4 3 0 0.76
"4984" 0.42 0 0 9 2 3 2 2 2 2 2 3 3 0 0.43
"4985" 0.63 0 0 11 3 3 2 2 2 3 3 2 2 0 0.27
"4986" 1.11 0 0 7 1 2 2 2 2 2 1 1 2 0 0.36
"4987" 0.26 1 0 7 1 3 1 2 1 1 1 3 2 0 0.18
"4988" 0.47 1 0 9 4 4 3 2 3 2 3 3 3 0 1.03
"4989" 0.37 0 1 10 1 3 2 2 2 2 2 3 2 0 0.66
"4990" 0.63 0 0 11 2 2 2 2 2 2 1 2 1 0 0.95
"4991" 0.16 0 0 11 4 3 2 1 3 2 1 2 1 0 0.15
"4992" 0.84 0 0 10 2 4 2 3 2 3 3 3 3 0 0.95
"4993" 0.89 0 0 11 3 5 3 2 3 2 3 4 3 0 1.2
"4994" 1 0 0 10 3 3 3 2 2 2 2 3 1 0 0.68
"4995" 0.53 0 0 10 2 2 2 2 2 2 4 2 2 0 0.34
"4996" 0.74 1 0 9 3 4 2 1 3 1 2 1 1 0 1.18
"4997" 1 0 0 8 2 4 4 3 2 2 3 2 2 1 0.77
"4998" 0.74 1 0 8 1 3 2 2 3 3 3 4 2 0 0.73
"4999" 0.74 1 0 10 2 3 2 2 3 1 3 2 2 0 0.96
"5000" 0.63 0 0 9 4 4 1 1 2 2 2 3 2 0 0.96
"5001" 0.63 1 0 10 2 1 2 3 2 3 3 2 2 0 1.41
"5002" 0.21 0 0 11 3 4 2 2 1 2 4 2 3 1 0.62
"5003" 0.95 0 0 11 2 4 1 2 2 2 3 4 2 1 0.94
"5004" 0.68 0 0 9 2 3 2 1 2 1 2 2 1 0 0.62
"5005" 0.89 0 0 8 1 3 1 2 2 2 2 2 2 0 0.7
"5006" 0.21 1 0 8 2 4 3 1 2 1 1 2 1 0 0.43
"5007" 0.32 0 1 9 3 2 3 2 3 2 2 2 1 0 0.36
"5008" 0.37 1 0 9 2 4 2 2 3 2 2 3 2 0 0.87
"5009" 0.47 1 0 7 4 3 1 2 4 2 2 2 1 0 0.5
"5010" 1.05 1 0 10 3 3 3 3 3 2 4 2 2 0 0.9
"5011" 0.74 1 0 9 2 3 2 1 3 2 2 1 1 1 0.38
"5012" 0.05 0 0 9 1 2 2 1 1 1 1 1 1 0 0.12
"5013" 0.32 0 1 8 3 4 2 2 2 2 2 2 2 1 0.49
"5014" 0.74 0 0 10 1 3 1 1 2 1 1 2 1 0 1.13
"5015" 1.63 0 0 7 2 3 2 3 2 2 2 4 3 0 0.17
"5016" 0.84 1 0 11 2 2 2 1 1 1 1 1 1 0 0.54
"5017" 1.89 0 0 8 2 3 1 2 1 2 2 1 1 0 1.39
"5018" 0.47 0 0 10 2 3 3 2 3 2 2 3 2 0 0.73
"5019" 0.26 0 0 10 3 4 2 2 4 2 4 2 1 1 0.28
"5020" 0.32 0 1 7 3 3 1 2 2 2 1 1 1 0 0.57
"5021" 0.84 0 0 8 1 2 2 1 2 1 1 1 1 0 0.02
"5022" 0.32 1 0 11 1 3 2 1 1 1 1 2 1 0 0
"5023" 0.21 0 0 8 3 4 2 2 2 1 2 2 2 1 0.34
"5024" 0.6 0 1 7 2 2 4 2 3 2 3 3 3 0 1.28
"5025" 1.58 0 0 10 2 4 2 2 1 3 4 3 2 0 0.63
"5026" 0.21 0 0 10 3 2 3 2 1 2 1 1 1 0 0.38
"5027" 0.74 0 1 10 3 4 1 1 3 2 3 3 3 0 0.78
"5028" 0.37 0 0 10 1 3 2 1 1 1 1 1 1 0 0.13
"5029" 0.32 1 0 7 2 3 2 1 1 1 1 1 1 0 0.29
"5030" 0.79 0 1 10 3 4 2 2 2 2 2 2 2 0 0.71
"5031" 0.79 0 0 8 2 3 3 2 1 1 2 1 1 0 0.99
"5032" 0.63 0 0 10 2 3 2 2 1 2 2 3 1 0 0.22
"5033" 0.21 0 0 7 1 3 2 1 1 1 2 1 1 0 0.27
"5034" 0.42 0 1 10 3 4 1 2 4 1 3 3 2 0 0.35
"5035" 0 0 0 11 1 4 3 1 1 1 1 2 1 0 0.15
"5036" 0.11 0 0 11 2 5 2 2 3 2 2 2 1 1 0.44
"5037" 0.37 0 0 7 1 1 2 2 2 2 1 2 1 0 0.44
"5038" 1.05 0 0 7 2 3 2 2 2 2 3 2 2 0 1.35
"5039" 0.47 0 0 11 2 4 2 2 2 1 3 2 1 1 0.5
"5040" 1.11 0 1 8 3 4 3 2 2 2 3 2 2 0 1.62
"5041" 0.79 0 1 10 1 4 3 2 2 2 2 3 2 0 0.55
"5042" 1.05 1 0 11 2 4 2 1 2 1 2 2 2 1 0.45
"5043" 0.42 0 0 11 1 3 2 1 1 1 1 2 1 0 0.71
"5044" 1.89 0 0 9 3 3 2 2 2 2 2 4 2 0 2.04
"5045" 0.26 0 0 10 3 4 2 2 3 2 4 4 3 0 0.14
"5046" 0.42 0 0 8 1 2 2 2 1 2 2 1 1 0 0.2
"5047" 0.32 0 0 10 2 4 3 3 3 2 2 2 1 0 0.42
"5048" 0.21 0 0 7 1 4 1 1 2 1 2 2 1 1 0.18
